approves	1	0.05	8	2.754228703338169e-06	VBZ
Supreme	0	0.0	7	4.3651583224016566e-05	NNP
Court	0	0.0	5	0.00019952623149688788	NN
impeachment	1	0.9	11	2.5118864315095823e-06	NN
President	0	0.0	9	0.00023442288153199229	NN
Molina	0	0.0	6	1.2589254117941661e-06	NNP
Yesterday	0	0.0	9	8.128305161640995e-05	NN
Guatemala	0	0.0	9	5.248074602497723e-06	NNP
Supreme	0	0.0	7	4.3651583224016566e-05	NNP
attorney	1	0.05	8	3.3884415613920276e-05	NN
Court	0	0.0	5	0.00019952623149688788	NN
approved	0	0.0	8	3.5481338923357534e-05	VBN
impeach	1	0.4	7	0.0	NN
general	0	0.0	7	0.0003715352290971724	NN
request	0	0.0	7	5.3703179637025325e-05	NN
President	0	0.0	9	0.00023442288153199229	NN
Otto	0	0.0	4	9.549925860214369e-06	NNP
Pérez	0	0.0	5	1.778279410038923e-06	NNP
Molina	0	0.0	6	1.2589254117941661e-06	NNP
pictured	1	0.1	8	3.981071705534969e-06	VBN
President	0	0.0	9	0.00023442288153199229	NN
Molina	0	0.0	6	1.2589254117941661e-06	NNP
accused	1	0.25	7	2.454708915685029e-05	VBN
corruption	1	0.6	10	1.5488166189124828e-05	NN
decision	1	0.05	8	0.0001174897554939529	NN
final	0	0.0	5	0.00017378008287493763	JJ
lifting	1	0.05	7	8.709635899560814e-06	VBG
immunity	1	0.9	8	6.3095734448019305e-06	NN
Presidential	0	0.0	12	2.454708915685029e-05	JJ
falls	1	0.05	5	4.466835921509635e-05	VBZ
Congress	0	0.0	8	8.128305161640995e-05	NNP
corruption	1	0.15	10	1.5488166189124828e-05	NN
case	0	0.0	4	0.0003467368504525317	NN
relates	0	0.0	7	1e-05	VBZ
scandal	1	0.35	7	1.2022644346174132e-05	NN
locally	0	0.0	7	1.2022644346174132e-05	RB
La	0	0.0	2	0.0002137962089502232	NNP
Linea	0	0.0	5	0.0	NN
Vice	0	0.0	4	4.897788193684466e-05	NNP
President	0	0.0	9	0.00023442288153199229	NN
Roxana	0	0.0	6	0.0	NNP
Baldetti	0	0.0	8	0.0	JJ
fraud	1	0.35	5	1.5488166189124828e-05	NN
arrested	0	0.0	8	3.5481338923357534e-05	VBN
charged	0	0.0	7	3.3884415613920276e-05	VBN
receiving	0	0.0	9	3.3113112148259076e-05	VBG
bribes	1	0.55	6	1.4125375446227554e-06	NNS
Prosecutors	1	0.15	11	3.0199517204020193e-06	NNS
allege	1	0.2	6	0.0	NN
Baldetti	0	0.0	8	0.0	JJ
bribes	1	0.2	6	1.4125375446227554e-06	NNS
Molina	0	0.0	6	1.2589254117941661e-06	NNP
received	0	0.0	8	0.00016218100973589298	VBD
half	0	0.0	4	0.00023988329190194902	NN
case	0	0.0	4	0.0003467368504525317	NN
impeach	1	0.2	7	0.0	NN
Congress	0	0.0	8	8.128305161640995e-05	NNP
previously	0	0.0	10	5.754399373371567e-05	RB
refused	0	0.0	7	3.715352290971728e-05	VBD
investigation	1	0.1	13	4.265795188015926e-05	NN
Molina	0	0.0	6	1.2589254117941661e-06	NNP
broadened	1	0.4	9	1.2022644346174132e-06	VBN
ministerial	1	0.15	11	4.466835921509635e-06	NNP
resignations	1	0.45	12	0.0	NNS
stood	1	0.05	5	5.3703179637025325e-05	VBD
Molina	0	0.0	6	1.2589254117941661e-06	NNP
widespread	1	0.15	10	1.778279410038923e-05	JJ
firm	0	0.0	4	5.754399373371567e-05	NN
face	0	0.0	4	0.00026915348039269167	NN
protests	1	0.1	8	9.549925860214369e-06	NNS
popular	0	0.0	7	0.00010715193052376059	JJ
demanding	1	0.05	9	1.1481536214968817e-05	VBG
leave	0	0.0	5	0.0003019951720402016	VB
office	0	0.0	6	0.000223872113856834	NN
Elections	1	0.05	9	3.9810717055349695e-05	NNS
scheduled	1	0.1	9	2.344228815319923e-05	VBN
September	0	0.0	9	0.00019952623149688788	NNP
commented	1	0.1	9	1.0964781961431852e-05	VBD
Pavlensky	0	0.0	9	0.0	VB
rape	1	0.05	4	1.8620871366628657e-05	NN
charges	0	0.0	7	3.715352290971728e-05	NNS
political	0	0.0	9	0.0002187761623949552	JJ
motivation	1	0.35	10	1.8620871366628657e-05	NN
denied	1	0.25	6	2.290867652767775e-05	VBN
allegations	1	0.8	11	7.76247116628691e-06	NNS
Papernaya	0	0.0	9	0.0	NN
Olga	0	0.0	4	3.548133892335753e-06	NNP
Alas	1	0.05	4	7.079457843841374e-06	UH
art	0	0.0	3	0.00020892961308540387	NN
director	0	0.0	8	0.00012589254117941674	NN
Moscow	0	0.0	6	2.5703957827688645e-05	NNP
film	0	0.0	4	0.0002570395782768865	NN
club	0	0.0	4	0.00017782794100389227	NN
national	0	0.0	8	0.00039810717055349735	JJ
yesterday	0	0.0	9	8.128305161640995e-05	NN
performance	0	0.0	11	0.00013182567385564074	NN
hero	0	0.0	4	4.07380277804113e-05	NN
great	0	0.0	5	0.0006918309709189362	JJ
criminal	1	0.05	8	4.677351412871981e-05	JJ
artist	0	0.0	6	6.760829753919819e-05	NN
today	0	0.0	5	0.0007244359600749898	NN
's	0	0.0	2	0.0006456542290346556	VBZ
true	0	0.0	4	0.0002754228703338166	JJ
psychopath	1	0.9	10	1.071519305237607e-06	NN
rapist	1	0.35	6	1.445439770745928e-06	NN
Ukraine	1	0.05	7	1.4125375446227553e-05	NNP
Pavlensky	0	0.0	9	0.0	VB
Oksana	0	0.0	6	0.0	NNP
daughters	0	0.0	9	2.0417379446695274e-05	NNS
left	0	0.0	4	0.0004168693834703355	VBD
flying	0	0.0	6	4.677351412871981e-05	VBG
France	0	0.0	6	0.0001202264434617413	NNP
arrived	0	0.0	7	6.760829753919819e-05	VBD
Paris	0	0.0	5	9.332543007969905e-05	NNP
Saturday	0	0.0	8	7.585775750291836e-05	NNP
painful	0	0.0	7	1.9498445997580456e-05	JJ
performances	1	0.15	12	2.1379620895022323e-05	VBZ
Pyotr	0	0.0	5	0.0	VB
sewed	1	0.15	5	0.0	VBD
Pavlensky	0	0.0	9	0.0	VB
lips	1	0.05	4	3.1622776601683795e-05	NNS
musical	0	0.0	7	4.7863009232263804e-05	JJ
support	0	0.0	7	0.0002754228703338166	NN
members	0	0.0	7	0.00023442288153199229	NNS
band	0	0.0	4	0.0001412537544622754	NN
Pussy	0	0.0	5	2.884031503126606e-05	NN
Riot	1	0.05	4	8.31763771102671e-06	NN
imprisoned	1	0.5	10	7.943282347242822e-06	VBN
time	0	0.0	4	0.0018197008586099826	NN
hooliganism	1	1.0	11	0.0	NN
band	0	0.0	4	0.0001412537544622754	NN
members	0	0.0	7	0.00023442288153199229	NNS
charged	0	0.0	7	3.3884415613920276e-05	VBN
performing	0	0.0	10	3.1622776601683795e-05	VBG
song	0	0.0	4	0.00023442288153199229	NNP
church	0	0.0	6	0.00023988329190194902	NN
nailed	1	0.15	6	3.6307805477010107e-06	VBD
scrotum	1	0.55	7	0.0	NN
Fixation	1	0.4	8	3.090295432513592e-06	NN
Moscow	0	0.0	6	2.5703957827688645e-05	NNP
